,path,conversion,path_count,conversion_rate,path_list,step
364,Online Display>Paid Search>Online Video>Facebook>Online Display,1,1,1.0,"['Online Display', 'Paid Search', 'Online Video', 'Facebook', 'Online Display']",5
365,Online Display>Paid Search>Online Video>Online Display>Paid Search,1,4,0.25,"['Online Display', 'Paid Search', 'Online Video', 'Online Display', 'Paid Search']",5
366,Online Video,1319,26453,0.04986201943068839,['Online Video'],1
367,Online Video>Facebook,47,934,0.05032119914346895,"['Online Video', 'Facebook']",2
368,Online Video>Facebook>Instagram,8,108,0.07407407407407407,"['Online Video', 'Facebook', 'Instagram']",3
369,Online Video>Facebook>Instagram>Facebook,2,34,0.058823529411764705,"['Online Video', 'Facebook', 'Instagram', 'Facebook']",4
370,Online Video>Facebook>Instagram>Facebook>Instagram,1,5,0.2,"['Online Video', 'Facebook', 'Instagram', 'Facebook', 'Instagram']",5
371,Online Video>Facebook>Instagram>Facebook>Instagram>Facebook,1,3,0.3333333333333333,"['Online Video', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook']",6
372,Online Video>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Online Video>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook,1,1,1.0,"['Online Video', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Online Video', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook']",21
373,Online Video>Facebook>Instagram>Facebook>Instagram>Facebook>Online Video>Facebook>Instagram>Facebook>Online Video>Facebook>Instagram>Facebook>Online Video>Facebook>Instagram>Facebook>Instagram,1,1,1.0,"['Online Video', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Online Video', 'Facebook', 'Instagram', 'Facebook', 'Online Video', 'Facebook', 'Instagram', 'Facebook', 'Online Video', 'Facebook', 'Instagram', 'Facebook', 'Instagram']",19
374,Online Video>Facebook>Instagram>Facebook>Online Video>Facebook>Online Video>Instagram>Facebook,1,1,1.0,"['Online Video', 'Facebook', 'Instagram', 'Facebook', 'Online Video', 'Facebook', 'Online Video', 'Instagram', 'Facebook']",9
375,Online Video>Facebook>Instagram>Facebook>Online Video>Facebook>Online Video>Instagram>Online Video>Facebook>Online Video,1,1,1.0,"['Online Video', 'Facebook', 'Instagram', 'Facebook', 'Online Video', 'Facebook', 'Online Video', 'Instagram', 'Online Video', 'Facebook', 'Online Video']",11
376,Online Video>Facebook>Instagram>Online Video,1,20,0.05,"['Online Video', 'Facebook', 'Instagram', 'Online Video']",4
377,Online Video>Facebook>Instagram>Online Video>Facebook,1,9,0.1111111111111111,"['Online Video', 'Facebook', 'Instagram', 'Online Video', 'Facebook']",5
378,Online Video>Facebook>Instagram>Paid Search>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Online Video>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Online Video>Facebook>Online Video>Facebook>Paid Search,1,1,1.0,"['Online Video', 'Facebook', 'Instagram', 'Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Online Video', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Online Video', 'Facebook', 'Online Video', 'Facebook', 'Paid Search']",24
379,Online Video>Facebook>Instagram>Paid Search>Online Video>Paid Search>Instagram,1,1,1.0,"['Online Video', 'Facebook', 'Instagram', 'Paid Search', 'Online Video', 'Paid Search', 'Instagram']",7
380,Online Video>Facebook>Online Display,1,9,0.1111111111111111,"['Online Video', 'Facebook', 'Online Display']",3
381,Online Video>Facebook>Online Display>Online Video>Facebook>Online Display,1,1,1.0,"['Online Video', 'Facebook', 'Online Display', 'Online Video', 'Facebook', 'Online Display']",6
382,Online Video>Facebook>Online Video,17,312,0.05448717948717949,"['Online Video', 'Facebook', 'Online Video']",3
383,Online Video>Facebook>Online Video>Facebook,2,41,0.04878048780487805,"['Online Video', 'Facebook', 'Online Video', 'Facebook']",4
384,Online Video>Facebook>Online Video>Facebook>Instagram,2,7,0.2857142857142857,"['Online Video', 'Facebook', 'Online Video', 'Facebook', 'Instagram']",5
385,Online Video>Facebook>Online Video>Facebook>Online Video,4,29,0.13793103448275862,"['Online Video', 'Facebook', 'Online Video', 'Facebook', 'Online Video']",5
386,Online Video>Facebook>Online Video>Facebook>Online Video>Facebook,1,6,0.16666666666666666,"['Online Video', 'Facebook', 'Online Video', 'Facebook', 'Online Video', 'Facebook']",6
387,Online Video>Facebook>Online Video>Facebook>Online Video>Instagram>Facebook,1,3,0.3333333333333333,"['Online Video', 'Facebook', 'Online Video', 'Facebook', 'Online Video', 'Instagram', 'Facebook']",7
388,Online Video>Facebook>Online Video>Facebook>Online Video>Paid Search,1,2,0.5,"['Online Video', 'Facebook', 'Online Video', 'Facebook', 'Online Video', 'Paid Search']",6
389,Online Video>Facebook>Online Video>Instagram,3,29,0.10344827586206896,"['Online Video', 'Facebook', 'Online Video', 'Instagram']",4
390,Online Video>Facebook>Online Video>Instagram>Facebook,1,11,0.09090909090909091,"['Online Video', 'Facebook', 'Online Video', 'Instagram', 'Facebook']",5
391,Online Video>Facebook>Online Video>Instagram>Online Video,2,8,0.25,"['Online Video', 'Facebook', 'Online Video', 'Instagram', 'Online Video']",5
392,Online Video>Facebook>Online Video>Instagram>Online Video>Facebook,1,2,0.5,"['Online Video', 'Facebook', 'Online Video', 'Instagram', 'Online Video', 'Facebook']",6
393,Online Video>Facebook>Online Video>Paid Search,2,6,0.3333333333333333,"['Online Video', 'Facebook', 'Online Video', 'Paid Search']",4
394,Online Video>Facebook>Online Video>Paid Search>Online Video>Paid Search>Online Video>Online Display,1,1,1.0,"['Online Video', 'Facebook', 'Online Video', 'Paid Search', 'Online Video', 'Paid Search', 'Online Video', 'Online Display']",8
395,Online Video>Facebook>Paid Search,4,30,0.13333333333333333,"['Online Video', 'Facebook', 'Paid Search']",3
396,Online Video>Facebook>Paid Search>Facebook>Paid Search,1,1,1.0,"['Online Video', 'Facebook', 'Paid Search', 'Facebook', 'Paid Search']",5
397,Online Video>Facebook>Paid Search>Instagram>Facebook,1,1,1.0,"['Online Video', 'Facebook', 'Paid Search', 'Instagram', 'Facebook']",5
398,Online Video>Facebook>Paid Search>Online Video>Paid Search>Online Video>Paid Search>Facebook,1,1,1.0,"['Online Video', 'Facebook', 'Paid Search', 'Online Video', 'Paid Search', 'Online Video', 'Paid Search', 'Facebook']",8
399,Online Video>Instagram,27,349,0.07736389684813753,"['Online Video', 'Instagram']",2
400,Online Video>Instagram>Facebook,6,98,0.061224489795918366,"['Online Video', 'Instagram', 'Facebook']",3
401,Online Video>Instagram>Facebook>Instagram>Facebook>Instagram,1,1,1.0,"['Online Video', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram']",6
402,Online Video>Instagram>Facebook>Instagram>Online Video>Facebook>Online Video,1,1,1.0,"['Online Video', 'Instagram', 'Facebook', 'Instagram', 'Online Video', 'Facebook', 'Online Video']",7
403,Online Video>Instagram>Facebook>Online Video,2,26,0.07692307692307693,"['Online Video', 'Instagram', 'Facebook', 'Online Video']",4
404,Online Video>Instagram>Facebook>Online Video>Facebook,1,5,0.2,"['Online Video', 'Instagram', 'Facebook', 'Online Video', 'Facebook']",5
405,Online Video>Instagram>Facebook>Online Video>Instagram>Facebook,1,2,0.5,"['Online Video', 'Instagram', 'Facebook', 'Online Video', 'Instagram', 'Facebook']",6
406,Online Video>Instagram>Online Display,1,7,0.14285714285714285,"['Online Video', 'Instagram', 'Online Display']",3
407,Online Video>Instagram>Online Video,14,125,0.112,"['Online Video', 'Instagram', 'Online Video']",3
408,Online Video>Instagram>Online Video>Facebook,4,23,0.17391304347826086,"['Online Video', 'Instagram', 'Online Video', 'Facebook']",4
409,Online Video>Instagram>Online Video>Facebook>Instagram,1,1,1.0,"['Online Video', 'Instagram', 'Online Video', 'Facebook', 'Instagram']",5
410,Online Video>Instagram>Online Video>Facebook>Instagram>Facebook>Online Display>Facebook>Instagram,1,1,1.0,"['Online Video', 'Instagram', 'Online Video', 'Facebook', 'Instagram', 'Facebook', 'Online Display', 'Facebook', 'Instagram']",9
411,Online Video>Instagram>Online Video>Facebook>Online Video,1,13,0.07692307692307693,"['Online Video', 'Instagram', 'Online Video', 'Facebook', 'Online Video']",5
412,Online Video>Instagram>Online Video>Facebook>Online Video>Facebook,1,2,0.5,"['Online Video', 'Instagram', 'Online Video', 'Facebook', 'Online Video', 'Facebook']",6
413,Online Video>Instagram>Online Video>Facebook>Online Video>Facebook>Online Video>Instagram>Online Video,1,1,1.0,"['Online Video', 'Instagram', 'Online Video', 'Facebook', 'Online Video', 'Facebook', 'Online Video', 'Instagram', 'Online Video']",9
414,Online Video>Instagram>Online Video>Instagram,1,9,0.1111111111111111,"['Online Video', 'Instagram', 'Online Video', 'Instagram']",4
415,Online Video>Instagram>Online Video>Instagram>Facebook>Instagram>Facebook>Online Video>Facebook>Online Video>Instagram>Facebook>Online Video>Facebook>Online Video>Facebook>Instagram>Facebook>Instagram>Facebook,1,1,1.0,"['Online Video', 'Instagram', 'Online Video', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Online Video', 'Facebook', 'Online Video', 'Instagram', 'Facebook', 'Online Video', 'Facebook', 'Online Video', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook']",20
416,Online Video>Instagram>Online Video>Instagram>Facebook>Instagram>Online Video>Facebook,1,1,1.0,"['Online Video', 'Instagram', 'Online Video', 'Instagram', 'Facebook', 'Instagram', 'Online Video', 'Facebook']",8
417,Online Video>Instagram>Online Video>Online Display>Online Video,1,1,1.0,"['Online Video', 'Instagram', 'Online Video', 'Online Display', 'Online Video']",5
418,Online Video>Instagram>Online Video>Paid Search,1,8,0.125,"['Online Video', 'Instagram', 'Online Video', 'Paid Search']",4
419,Online Video>Instagram>Online Video>Paid Search>Online Video>Paid Search>Online Video>Facebook,1,1,1.0,"['Online Video', 'Instagram', 'Online Video', 'Paid Search', 'Online Video', 'Paid Search', 'Online Video', 'Facebook']",8
420,Online Video>Instagram>Paid Search>Online Video>Online Display>Online Video,1,1,1.0,"['Online Video', 'Instagram', 'Paid Search', 'Online Video', 'Online Display', 'Online Video']",6
421,Online Video>Online Display,16,298,0.053691275167785234,"['Online Video', 'Online Display']",2
422,Online Video>Online Display>Facebook,1,13,0.07692307692307693,"['Online Video', 'Online Display', 'Facebook']",3
423,Online Video>Online Display>Facebook>Instagram,1,3,0.3333333333333333,"['Online Video', 'Online Display', 'Facebook', 'Instagram']",4
424,Online Video>Online Display>Instagram>Online Display,1,1,1.0,"['Online Video', 'Online Display', 'Instagram', 'Online Display']",4
425,Online Video>Online Display>Online Video,3,107,0.028037383177570093,"['Online Video', 'Online Display', 'Online Video']",3
426,Online Video>Online Display>Online Video>Facebook>Online Video,2,5,0.4,"['Online Video', 'Online Display', 'Online Video', 'Facebook', 'Online Video']",5
427,Online Video>Online Display>Online Video>Instagram>Online Video,1,1,1.0,"['Online Video', 'Online Display', 'Online Video', 'Instagram', 'Online Video']",5
428,Online Video>Online Display>Online Video>Paid Search,3,5,0.6,"['Online Video', 'Online Display', 'Online Video', 'Paid Search']",4
429,Online Video>Online Display>Paid Search>Online Video,1,7,0.14285714285714285,"['Online Video', 'Online Display', 'Paid Search', 'Online Video']",4
430,Online Video>Paid Search,47,798,0.05889724310776942,"['Online Video', 'Paid Search']",2
431,Online Video>Paid Search>Facebook,4,35,0.11428571428571428,"['Online Video', 'Paid Search', 'Facebook']",3
432,Online Video>Paid Search>Facebook>Online Video,1,8,0.125,"['Online Video', 'Paid Search', 'Facebook', 'Online Video']",4
433,Online Video>Paid Search>Facebook>Online Video>Paid Search>Online Video,1,1,1.0,"['Online Video', 'Paid Search', 'Facebook', 'Online Video', 'Paid Search', 'Online Video']",6
434,Online Video>Paid Search>Facebook>Paid Search>Online Video>Paid Search>Online Video,1,1,1.0,"['Online Video', 'Paid Search', 'Facebook', 'Paid Search', 'Online Video', 'Paid Search', 'Online Video']",7
435,Online Video>Paid Search>Online Display>Paid Search>Online Video>Online Display>Online Video,1,1,1.0,"['Online Video', 'Paid Search', 'Online Display', 'Paid Search', 'Online Video', 'Online Display', 'Online Video']",7
436,Online Video>Paid Search>Online Video,18,379,0.047493403693931395,"['Online Video', 'Paid Search', 'Online Video']",3
437,Online Video>Paid Search>Online Video>Facebook,3,21,0.14285714285714285,"['Online Video', 'Paid Search', 'Online Video', 'Facebook']",4
438,Online Video>Paid Search>Online Video>Facebook>Instagram>Online Video,1,2,0.5,"['Online Video', 'Paid Search', 'Online Video', 'Facebook', 'Instagram', 'Online Video']",6
439,Online Video>Paid Search>Online Video>Facebook>Online Video,1,11,0.09090909090909091,"['Online Video', 'Paid Search', 'Online Video', 'Facebook', 'Online Video']",5
440,Online Video>Paid Search>Online Video>Facebook>Online Video>Facebook>Online Video>Facebook,1,1,1.0,"['Online Video', 'Paid Search', 'Online Video', 'Facebook', 'Online Video', 'Facebook', 'Online Video', 'Facebook']",8
441,Online Video>Paid Search>Online Video>Instagram>Paid Search,1,1,1.0,"['Online Video', 'Paid Search', 'Online Video', 'Instagram', 'Paid Search']",5
442,Online Video>Paid Search>Online Video>Online Display>Online Video>Online Display>Online Video>Online Display>Online Video>Online Display,1,1,1.0,"['Online Video', 'Paid Search', 'Online Video', 'Online Display', 'Online Video', 'Online Display', 'Online Video', 'Online Display', 'Online Video', 'Online Display']",10
443,Online Video>Paid Search>Online Video>Paid Search,3,44,0.06818181818181818,"['Online Video', 'Paid Search', 'Online Video', 'Paid Search']",4
444,Online Video>Paid Search>Online Video>Paid Search>Online Video,5,34,0.14705882352941177,"['Online Video', 'Paid Search', 'Online Video', 'Paid Search', 'Online Video']",5
445,Online Video>Paid Search>Online Video>Paid Search>Online Video>Instagram>Online Video>Facebook>Paid Search>Online Display>Facebook>Online Video>Facebook,1,1,1.0,"['Online Video', 'Paid Search', 'Online Video', 'Paid Search', 'Online Video', 'Instagram', 'Online Video', 'Facebook', 'Paid Search', 'Online Display', 'Facebook', 'Online Video', 'Facebook']",13
446,Online Video>Paid Search>Online Video>Paid Search>Online Video>Paid Search,1,8,0.125,"['Online Video', 'Paid Search', 'Online Video', 'Paid Search', 'Online Video', 'Paid Search']",6
447,Online Video>Paid Search>Online Video>Paid Search>Online Video>Paid Search>Online Video>Paid Search,2,4,0.5,"['Online Video', 'Paid Search', 'Online Video', 'Paid Search', 'Online Video', 'Paid Search', 'Online Video', 'Paid Search']",8
448,Paid Search,2883,47599,0.06056849933822139,['Paid Search'],1
449,Paid Search>Facebook,103,2298,0.044821583986074845,"['Paid Search', 'Facebook']",2
450,Paid Search>Facebook>Instagram,13,285,0.0456140350877193,"['Paid Search', 'Facebook', 'Instagram']",3
451,Paid Search>Facebook>Instagram>Facebook,10,161,0.062111801242236024,"['Paid Search', 'Facebook', 'Instagram', 'Facebook']",4
452,Paid Search>Facebook>Instagram>Facebook>Instagram,1,24,0.041666666666666664,"['Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Instagram']",5
453,Paid Search>Facebook>Instagram>Facebook>Instagram>Facebook,3,24,0.125,"['Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook']",6
454,Paid Search>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram,1,1,1.0,"['Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram']",11
455,Paid Search>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook,1,2,0.5,"['Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook']",12
456,Paid Search>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Paid Search>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook,1,1,1.0,"['Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook']",23
457,Paid Search>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Paid Search>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram,1,1,1.0,"['Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram']",16
458,Paid Search>Facebook>Instagram>Facebook>Instagram>Paid Search>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Paid Search,1,1,1.0,"['Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Paid Search', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Paid Search']",13
459,Paid Search>Facebook>Instagram>Facebook>Online Video>Facebook,1,3,0.3333333333333333,"['Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Online Video', 'Facebook']",6
460,Paid Search>Facebook>Instagram>Facebook>Paid Search>Facebook>Instagram,1,1,1.0,"['Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Paid Search', 'Facebook', 'Instagram']",7
461,Paid Search>Facebook>Instagram>Online Video>Facebook,1,2,0.5,"['Paid Search', 'Facebook', 'Instagram', 'Online Video', 'Facebook']",5
462,Paid Search>Facebook>Online Display,3,61,0.04918032786885246,"['Paid Search', 'Facebook', 'Online Display']",3
463,Paid Search>Facebook>Online Display>Facebook,2,18,0.1111111111111111,"['Paid Search', 'Facebook', 'Online Display', 'Facebook']",4
464,Paid Search>Facebook>Online Display>Instagram,1,4,0.25,"['Paid Search', 'Facebook', 'Online Display', 'Instagram']",4
465,Paid Search>Facebook>Online Display>Instagram>Online Display>Facebook>Instagram,1,1,1.0,"['Paid Search', 'Facebook', 'Online Display', 'Instagram', 'Online Display', 'Facebook', 'Instagram']",7
466,Paid Search>Facebook>Online Display>Online Video,1,2,0.5,"['Paid Search', 'Facebook', 'Online Display', 'Online Video']",4
467,Paid Search>Facebook>Online Display>Paid Search,1,7,0.14285714285714285,"['Paid Search', 'Facebook', 'Online Display', 'Paid Search']",4
468,Paid Search>Facebook>Online Display>Paid Search>Online Display,1,5,0.2,"['Paid Search', 'Facebook', 'Online Display', 'Paid Search', 'Online Display']",5
469,Paid Search>Facebook>Online Video,2,53,0.03773584905660377,"['Paid Search', 'Facebook', 'Online Video']",3
470,Paid Search>Facebook>Online Video>Facebook,1,8,0.125,"['Paid Search', 'Facebook', 'Online Video', 'Facebook']",4
471,Paid Search>Facebook>Online Video>Instagram,1,3,0.3333333333333333,"['Paid Search', 'Facebook', 'Online Video', 'Instagram']",4
472,Paid Search>Facebook>Online Video>Instagram>Paid Search,1,2,0.5,"['Paid Search', 'Facebook', 'Online Video', 'Instagram', 'Paid Search']",5
473,Paid Search>Facebook>Online Video>Paid Search>Facebook>Online Video,1,1,1.0,"['Paid Search', 'Facebook', 'Online Video', 'Paid Search', 'Facebook', 'Online Video']",6
474,Paid Search>Facebook>Online Video>Paid Search>Instagram>Facebook>Online Video>Instagram>Facebook,1,1,1.0,"['Paid Search', 'Facebook', 'Online Video', 'Paid Search', 'Instagram', 'Facebook', 'Online Video', 'Instagram', 'Facebook']",9
475,Paid Search>Facebook>Paid Search,14,220,0.06363636363636363,"['Paid Search', 'Facebook', 'Paid Search']",3
476,Paid Search>Facebook>Paid Search>Facebook,7,83,0.08433734939759036,"['Paid Search', 'Facebook', 'Paid Search', 'Facebook']",4
477,Paid Search>Facebook>Paid Search>Facebook>Instagram,1,11,0.09090909090909091,"['Paid Search', 'Facebook', 'Paid Search', 'Facebook', 'Instagram']",5
478,Paid Search>Facebook>Paid Search>Facebook>Instagram>Facebook>Instagram,1,2,0.5,"['Paid Search', 'Facebook', 'Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Instagram']",7
479,Paid Search>Facebook>Paid Search>Facebook>Instagram>Online Display>Paid Search,1,1,1.0,"['Paid Search', 'Facebook', 'Paid Search', 'Facebook', 'Instagram', 'Online Display', 'Paid Search']",7
480,Paid Search>Facebook>Paid Search>Facebook>Instagram>Paid Search>Facebook>Paid Search>Online Video>Paid Search>Facebook>Instagram>Paid Search>Instagram>Facebook>Instagram>Paid Search>Facebook,1,1,1.0,"['Paid Search', 'Facebook', 'Paid Search', 'Facebook', 'Instagram', 'Paid Search', 'Facebook', 'Paid Search', 'Online Video', 'Paid Search', 'Facebook', 'Instagram', 'Paid Search', 'Instagram', 'Facebook', 'Instagram', 'Paid Search', 'Facebook']",18
481,Paid Search>Facebook>Paid Search>Facebook>Paid Search,2,11,0.18181818181818182,"['Paid Search', 'Facebook', 'Paid Search', 'Facebook', 'Paid Search']",5
482,Paid Search>Facebook>Paid Search>Facebook>Paid Search>Facebook>Instagram>Facebook,1,1,1.0,"['Paid Search', 'Facebook', 'Paid Search', 'Facebook', 'Paid Search', 'Facebook', 'Instagram', 'Facebook']",8
483,Paid Search>Facebook>Paid Search>Instagram,2,23,0.08695652173913043,"['Paid Search', 'Facebook', 'Paid Search', 'Instagram']",4
484,Paid Search>Facebook>Paid Search>Instagram>Facebook,2,13,0.15384615384615385,"['Paid Search', 'Facebook', 'Paid Search', 'Instagram', 'Facebook']",5
485,Paid Search>Facebook>Paid Search>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram,1,1,1.0,"['Paid Search', 'Facebook', 'Paid Search', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram']",12
486,Paid Search>Facebook>Paid Search>Instagram>Facebook>Instagram>Facebook>Instagram>Paid Search>Facebook,1,1,1.0,"['Paid Search', 'Facebook', 'Paid Search', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Paid Search', 'Facebook']",10
487,Paid Search>Facebook>Paid Search>Instagram>Facebook>Instagram>Facebook>Online Display,1,1,1.0,"['Paid Search', 'Facebook', 'Paid Search', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Online Display']",8
488,Paid Search>Facebook>Paid Search>Instagram>Facebook>Instagram>Paid Search>Instagram>Facebook>Instagram>Paid Search,1,1,1.0,"['Paid Search', 'Facebook', 'Paid Search', 'Instagram', 'Facebook', 'Instagram', 'Paid Search', 'Instagram', 'Facebook', 'Instagram', 'Paid Search']",11
489,Paid Search>Facebook>Paid Search>Online Display,1,13,0.07692307692307693,"['Paid Search', 'Facebook', 'Paid Search', 'Online Display']",4
490,Paid Search>Facebook>Paid Search>Online Display>Facebook,1,3,0.3333333333333333,"['Paid Search', 'Facebook', 'Paid Search', 'Online Display', 'Facebook']",5
491,Paid Search>Instagram,39,837,0.04659498207885305,"['Paid Search', 'Instagram']",2
492,Paid Search>Instagram>Facebook,15,284,0.0528169014084507,"['Paid Search', 'Instagram', 'Facebook']",3
493,Paid Search>Instagram>Facebook>Instagram,5,49,0.10204081632653061,"['Paid Search', 'Instagram', 'Facebook', 'Instagram']",4
494,Paid Search>Instagram>Facebook>Instagram>Facebook,3,33,0.09090909090909091,"['Paid Search', 'Instagram', 'Facebook', 'Instagram', 'Facebook']",5
495,Paid Search>Instagram>Facebook>Instagram>Facebook>Instagram,2,11,0.18181818181818182,"['Paid Search', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram']",6
496,Paid Search>Instagram>Facebook>Online Display>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram,1,1,1.0,"['Paid Search', 'Instagram', 'Facebook', 'Online Display', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram']",10
497,Paid Search>Instagram>Facebook>Paid Search,1,23,0.043478260869565216,"['Paid Search', 'Instagram', 'Facebook', 'Paid Search']",4
498,Paid Search>Instagram>Facebook>Paid Search>Online Display>Facebook>Online Display,1,1,1.0,"['Paid Search', 'Instagram', 'Facebook', 'Paid Search', 'Online Display', 'Facebook', 'Online Display']",7
499,Paid Search>Instagram>Online Display,2,24,0.08333333333333333,"['Paid Search', 'Instagram', 'Online Display']",3
500,Paid Search>Instagram>Online Video,2,18,0.1111111111111111,"['Paid Search', 'Instagram', 'Online Video']",3
501,Paid Search>Instagram>Paid Search,7,80,0.0875,"['Paid Search', 'Instagram', 'Paid Search']",3
502,Paid Search>Instagram>Paid Search>Facebook>Instagram>Facebook,2,4,0.5,"['Paid Search', 'Instagram', 'Paid Search', 'Facebook', 'Instagram', 'Facebook']",6
503,Paid Search>Instagram>Paid Search>Instagram,3,16,0.1875,"['Paid Search', 'Instagram', 'Paid Search', 'Instagram']",4
504,Paid Search>Instagram>Paid Search>Instagram>Facebook,1,5,0.2,"['Paid Search', 'Instagram', 'Paid Search', 'Instagram', 'Facebook']",5
505,Paid Search>Instagram>Paid Search>Online Display,1,6,0.16666666666666666,"['Paid Search', 'Instagram', 'Paid Search', 'Online Display']",4
506,Paid Search>Instagram>Paid Search>Online Display>Paid Search,1,1,1.0,"['Paid Search', 'Instagram', 'Paid Search', 'Online Display', 'Paid Search']",5
507,Paid Search>Online Display,95,1952,0.048668032786885244,"['Paid Search', 'Online Display']",2
508,Paid Search>Online Display>Facebook,3,102,0.029411764705882353,"['Paid Search', 'Online Display', 'Facebook']",3
509,Paid Search>Online Display>Facebook>Paid Search>Instagram>Facebook>Online Display>Facebook,1,1,1.0,"['Paid Search', 'Online Display', 'Facebook', 'Paid Search', 'Instagram', 'Facebook', 'Online Display', 'Facebook']",8
510,Paid Search>Online Display>Facebook>Paid Search>Online Display>Paid Search>Facebook,1,1,1.0,"['Paid Search', 'Online Display', 'Facebook', 'Paid Search', 'Online Display', 'Paid Search', 'Facebook']",7
511,Paid Search>Online Display>Instagram,1,37,0.02702702702702703,"['Paid Search', 'Online Display', 'Instagram']",3
512,Paid Search>Online Display>Instagram>Facebook,1,9,0.1111111111111111,"['Paid Search', 'Online Display', 'Instagram', 'Facebook']",4
513,Paid Search>Online Display>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook,1,2,0.5,"['Paid Search', 'Online Display', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook']",8
514,Paid Search>Online Display>Instagram>Facebook>Instagram>Facebook>Online Display>Facebook>Paid Search>Online Display>Paid Search>Facebook>Paid Search>Instagram>Facebook>Online Display>Paid Search,1,1,1.0,"['Paid Search', 'Online Display', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Online Display', 'Facebook', 'Paid Search', 'Online Display', 'Paid Search', 'Facebook', 'Paid Search', 'Instagram', 'Facebook', 'Online Display', 'Paid Search']",17
515,Paid Search>Online Display>Instagram>Online Display,1,7,0.14285714285714285,"['Paid Search', 'Online Display', 'Instagram', 'Online Display']",4
516,Paid Search>Online Display>Online Video>Paid Search,1,5,0.2,"['Paid Search', 'Online Display', 'Online Video', 'Paid Search']",4
517,Paid Search>Online Display>Paid Search,23,346,0.06647398843930635,"['Paid Search', 'Online Display', 'Paid Search']",3
