,path,conversion,path_count,conversion_rate,path_list,step
518,Paid Search>Online Display>Paid Search>Facebook>Instagram>Facebook>Online Display>Facebook>Instagram>Facebook>Instagram>Facebook,1,1,1.0,"['Paid Search', 'Online Display', 'Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Online Display', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook']",12
519,Paid Search>Online Display>Paid Search>Online Display,7,132,0.05303030303030303,"['Paid Search', 'Online Display', 'Paid Search', 'Online Display']",4
520,Paid Search>Online Display>Paid Search>Online Display>Facebook>Online Display>Paid Search,1,1,1.0,"['Paid Search', 'Online Display', 'Paid Search', 'Online Display', 'Facebook', 'Online Display', 'Paid Search']",7
521,Paid Search>Online Display>Paid Search>Online Display>Instagram,1,2,0.5,"['Paid Search', 'Online Display', 'Paid Search', 'Online Display', 'Instagram']",5
522,Paid Search>Online Display>Paid Search>Online Display>Online Video,1,2,0.5,"['Paid Search', 'Online Display', 'Paid Search', 'Online Display', 'Online Video']",5
523,Paid Search>Online Display>Paid Search>Online Display>Paid Search,2,33,0.06060606060606061,"['Paid Search', 'Online Display', 'Paid Search', 'Online Display', 'Paid Search']",5
524,Paid Search>Online Display>Paid Search>Online Video,1,4,0.25,"['Paid Search', 'Online Display', 'Paid Search', 'Online Video']",4
525,Paid Search>Online Video,44,1172,0.03754266211604096,"['Paid Search', 'Online Video']",2
526,Paid Search>Online Video>Facebook,4,75,0.05333333333333334,"['Paid Search', 'Online Video', 'Facebook']",3
527,Paid Search>Online Video>Facebook>Online Video,1,14,0.07142857142857142,"['Paid Search', 'Online Video', 'Facebook', 'Online Video']",4
528,Paid Search>Online Video>Facebook>Online Video>Facebook>Online Video>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram,1,1,1.0,"['Paid Search', 'Online Video', 'Facebook', 'Online Video', 'Facebook', 'Online Video', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram']",12
529,Paid Search>Online Video>Facebook>Paid Search,1,2,0.5,"['Paid Search', 'Online Video', 'Facebook', 'Paid Search']",4
530,Paid Search>Online Video>Instagram,1,16,0.0625,"['Paid Search', 'Online Video', 'Instagram']",3
531,Paid Search>Online Video>Instagram>Facebook>Instagram>Facebook>Online Video,1,1,1.0,"['Paid Search', 'Online Video', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Online Video']",7
532,Paid Search>Online Video>Online Display,1,22,0.045454545454545456,"['Paid Search', 'Online Video', 'Online Display']",3
533,Paid Search>Online Video>Paid Search,4,123,0.032520325203252036,"['Paid Search', 'Online Video', 'Paid Search']",3
534,Paid Search>Online Video>Paid Search>Facebook>Online Video,1,1,1.0,"['Paid Search', 'Online Video', 'Paid Search', 'Facebook', 'Online Video']",5
535,Paid Search>Online Video>Paid Search>Online Video,3,76,0.039473684210526314,"['Paid Search', 'Online Video', 'Paid Search', 'Online Video']",4
536,Paid Search>Online Video>Paid Search>Online Video>Paid Search,1,11,0.09090909090909091,"['Paid Search', 'Online Video', 'Paid Search', 'Online Video', 'Paid Search']",5
