,path,conversion,path_count,conversion_rate,path_list
429,Online Video>Online Display>Paid Search>Online Video,1,7,0.14285714285714285,"['Online Video', 'Online Display', 'Paid Search', 'Online Video']"
430,Online Video>Paid Search,47,798,0.05889724310776942,"['Online Video', 'Paid Search']"
431,Online Video>Paid Search>Facebook,4,35,0.11428571428571428,"['Online Video', 'Paid Search', 'Facebook']"
432,Online Video>Paid Search>Facebook>Online Video,1,8,0.125,"['Online Video', 'Paid Search', 'Facebook', 'Online Video']"
433,Online Video>Paid Search>Facebook>Online Video>Paid Search>Online Video,1,1,1.0,"['Online Video', 'Paid Search', 'Facebook', 'Online Video', 'Paid Search', 'Online Video']"
434,Online Video>Paid Search>Facebook>Paid Search>Online Video>Paid Search>Online Video,1,1,1.0,"['Online Video', 'Paid Search', 'Facebook', 'Paid Search', 'Online Video', 'Paid Search', 'Online Video']"
435,Online Video>Paid Search>Online Display>Paid Search>Online Video>Online Display>Online Video,1,1,1.0,"['Online Video', 'Paid Search', 'Online Display', 'Paid Search', 'Online Video', 'Online Display', 'Online Video']"
436,Online Video>Paid Search>Online Video,18,379,0.047493403693931395,"['Online Video', 'Paid Search', 'Online Video']"
437,Online Video>Paid Search>Online Video>Facebook,3,21,0.14285714285714285,"['Online Video', 'Paid Search', 'Online Video', 'Facebook']"
438,Online Video>Paid Search>Online Video>Facebook>Instagram>Online Video,1,2,0.5,"['Online Video', 'Paid Search', 'Online Video', 'Facebook', 'Instagram', 'Online Video']"
439,Online Video>Paid Search>Online Video>Facebook>Online Video,1,11,0.09090909090909091,"['Online Video', 'Paid Search', 'Online Video', 'Facebook', 'Online Video']"
440,Online Video>Paid Search>Online Video>Facebook>Online Video>Facebook>Online Video>Facebook,1,1,1.0,"['Online Video', 'Paid Search', 'Online Video', 'Facebook', 'Online Video', 'Facebook', 'Online Video', 'Facebook']"
441,Online Video>Paid Search>Online Video>Instagram>Paid Search,1,1,1.0,"['Online Video', 'Paid Search', 'Online Video', 'Instagram', 'Paid Search']"
442,Online Video>Paid Search>Online Video>Online Display>Online Video>Online Display>Online Video>Online Display>Online Video>Online Display,1,1,1.0,"['Online Video', 'Paid Search', 'Online Video', 'Online Display', 'Online Video', 'Online Display', 'Online Video', 'Online Display', 'Online Video', 'Online Display']"
443,Online Video>Paid Search>Online Video>Paid Search,3,44,0.06818181818181818,"['Online Video', 'Paid Search', 'Online Video', 'Paid Search']"
444,Online Video>Paid Search>Online Video>Paid Search>Online Video,5,34,0.14705882352941177,"['Online Video', 'Paid Search', 'Online Video', 'Paid Search', 'Online Video']"
445,Online Video>Paid Search>Online Video>Paid Search>Online Video>Instagram>Online Video>Facebook>Paid Search>Online Display>Facebook>Online Video>Facebook,1,1,1.0,"['Online Video', 'Paid Search', 'Online Video', 'Paid Search', 'Online Video', 'Instagram', 'Online Video', 'Facebook', 'Paid Search', 'Online Display', 'Facebook', 'Online Video', 'Facebook']"
446,Online Video>Paid Search>Online Video>Paid Search>Online Video>Paid Search,1,8,0.125,"['Online Video', 'Paid Search', 'Online Video', 'Paid Search', 'Online Video', 'Paid Search']"
447,Online Video>Paid Search>Online Video>Paid Search>Online Video>Paid Search>Online Video>Paid Search,2,4,0.5,"['Online Video', 'Paid Search', 'Online Video', 'Paid Search', 'Online Video', 'Paid Search', 'Online Video', 'Paid Search']"
448,Paid Search,2883,47599,0.06056849933822139,['Paid Search']
449,Paid Search>Facebook,103,2298,0.044821583986074845,"['Paid Search', 'Facebook']"
450,Paid Search>Facebook>Instagram,13,285,0.0456140350877193,"['Paid Search', 'Facebook', 'Instagram']"
451,Paid Search>Facebook>Instagram>Facebook,10,161,0.062111801242236024,"['Paid Search', 'Facebook', 'Instagram', 'Facebook']"
452,Paid Search>Facebook>Instagram>Facebook>Instagram,1,24,0.041666666666666664,"['Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Instagram']"
453,Paid Search>Facebook>Instagram>Facebook>Instagram>Facebook,3,24,0.125,"['Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook']"
454,Paid Search>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram,1,1,1.0,"['Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram']"
455,Paid Search>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook,1,2,0.5,"['Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook']"
456,Paid Search>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Paid Search>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook,1,1,1.0,"['Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook']"
457,Paid Search>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Paid Search>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram,1,1,1.0,"['Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram']"
458,Paid Search>Facebook>Instagram>Facebook>Instagram>Paid Search>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Paid Search,1,1,1.0,"['Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Paid Search', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Paid Search']"
459,Paid Search>Facebook>Instagram>Facebook>Online Video>Facebook,1,3,0.3333333333333333,"['Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Online Video', 'Facebook']"
460,Paid Search>Facebook>Instagram>Facebook>Paid Search>Facebook>Instagram,1,1,1.0,"['Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Paid Search', 'Facebook', 'Instagram']"
461,Paid Search>Facebook>Instagram>Online Video>Facebook,1,2,0.5,"['Paid Search', 'Facebook', 'Instagram', 'Online Video', 'Facebook']"
462,Paid Search>Facebook>Online Display,3,61,0.04918032786885246,"['Paid Search', 'Facebook', 'Online Display']"
463,Paid Search>Facebook>Online Display>Facebook,2,18,0.1111111111111111,"['Paid Search', 'Facebook', 'Online Display', 'Facebook']"
464,Paid Search>Facebook>Online Display>Instagram,1,4,0.25,"['Paid Search', 'Facebook', 'Online Display', 'Instagram']"
465,Paid Search>Facebook>Online Display>Instagram>Online Display>Facebook>Instagram,1,1,1.0,"['Paid Search', 'Facebook', 'Online Display', 'Instagram', 'Online Display', 'Facebook', 'Instagram']"
466,Paid Search>Facebook>Online Display>Online Video,1,2,0.5,"['Paid Search', 'Facebook', 'Online Display', 'Online Video']"
467,Paid Search>Facebook>Online Display>Paid Search,1,7,0.14285714285714285,"['Paid Search', 'Facebook', 'Online Display', 'Paid Search']"
468,Paid Search>Facebook>Online Display>Paid Search>Online Display,1,5,0.2,"['Paid Search', 'Facebook', 'Online Display', 'Paid Search', 'Online Display']"
469,Paid Search>Facebook>Online Video,2,53,0.03773584905660377,"['Paid Search', 'Facebook', 'Online Video']"
470,Paid Search>Facebook>Online Video>Facebook,1,8,0.125,"['Paid Search', 'Facebook', 'Online Video', 'Facebook']"
471,Paid Search>Facebook>Online Video>Instagram,1,3,0.3333333333333333,"['Paid Search', 'Facebook', 'Online Video', 'Instagram']"
472,Paid Search>Facebook>Online Video>Instagram>Paid Search,1,2,0.5,"['Paid Search', 'Facebook', 'Online Video', 'Instagram', 'Paid Search']"
473,Paid Search>Facebook>Online Video>Paid Search>Facebook>Online Video,1,1,1.0,"['Paid Search', 'Facebook', 'Online Video', 'Paid Search', 'Facebook', 'Online Video']"
474,Paid Search>Facebook>Online Video>Paid Search>Instagram>Facebook>Online Video>Instagram>Facebook,1,1,1.0,"['Paid Search', 'Facebook', 'Online Video', 'Paid Search', 'Instagram', 'Facebook', 'Online Video', 'Instagram', 'Facebook']"
475,Paid Search>Facebook>Paid Search,14,220,0.06363636363636363,"['Paid Search', 'Facebook', 'Paid Search']"
476,Paid Search>Facebook>Paid Search>Facebook,7,83,0.08433734939759036,"['Paid Search', 'Facebook', 'Paid Search', 'Facebook']"
477,Paid Search>Facebook>Paid Search>Facebook>Instagram,1,11,0.09090909090909091,"['Paid Search', 'Facebook', 'Paid Search', 'Facebook', 'Instagram']"
478,Paid Search>Facebook>Paid Search>Facebook>Instagram>Facebook>Instagram,1,2,0.5,"['Paid Search', 'Facebook', 'Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Instagram']"
479,Paid Search>Facebook>Paid Search>Facebook>Instagram>Online Display>Paid Search,1,1,1.0,"['Paid Search', 'Facebook', 'Paid Search', 'Facebook', 'Instagram', 'Online Display', 'Paid Search']"
480,Paid Search>Facebook>Paid Search>Facebook>Instagram>Paid Search>Facebook>Paid Search>Online Video>Paid Search>Facebook>Instagram>Paid Search>Instagram>Facebook>Instagram>Paid Search>Facebook,1,1,1.0,"['Paid Search', 'Facebook', 'Paid Search', 'Facebook', 'Instagram', 'Paid Search', 'Facebook', 'Paid Search', 'Online Video', 'Paid Search', 'Facebook', 'Instagram', 'Paid Search', 'Instagram', 'Facebook', 'Instagram', 'Paid Search', 'Facebook']"
481,Paid Search>Facebook>Paid Search>Facebook>Paid Search,2,11,0.18181818181818182,"['Paid Search', 'Facebook', 'Paid Search', 'Facebook', 'Paid Search']"
482,Paid Search>Facebook>Paid Search>Facebook>Paid Search>Facebook>Instagram>Facebook,1,1,1.0,"['Paid Search', 'Facebook', 'Paid Search', 'Facebook', 'Paid Search', 'Facebook', 'Instagram', 'Facebook']"
483,Paid Search>Facebook>Paid Search>Instagram,2,23,0.08695652173913043,"['Paid Search', 'Facebook', 'Paid Search', 'Instagram']"
484,Paid Search>Facebook>Paid Search>Instagram>Facebook,2,13,0.15384615384615385,"['Paid Search', 'Facebook', 'Paid Search', 'Instagram', 'Facebook']"
485,Paid Search>Facebook>Paid Search>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram,1,1,1.0,"['Paid Search', 'Facebook', 'Paid Search', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram']"
486,Paid Search>Facebook>Paid Search>Instagram>Facebook>Instagram>Facebook>Instagram>Paid Search>Facebook,1,1,1.0,"['Paid Search', 'Facebook', 'Paid Search', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Paid Search', 'Facebook']"
487,Paid Search>Facebook>Paid Search>Instagram>Facebook>Instagram>Facebook>Online Display,1,1,1.0,"['Paid Search', 'Facebook', 'Paid Search', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Online Display']"
488,Paid Search>Facebook>Paid Search>Instagram>Facebook>Instagram>Paid Search>Instagram>Facebook>Instagram>Paid Search,1,1,1.0,"['Paid Search', 'Facebook', 'Paid Search', 'Instagram', 'Facebook', 'Instagram', 'Paid Search', 'Instagram', 'Facebook', 'Instagram', 'Paid Search']"
489,Paid Search>Facebook>Paid Search>Online Display,1,13,0.07692307692307693,"['Paid Search', 'Facebook', 'Paid Search', 'Online Display']"
490,Paid Search>Facebook>Paid Search>Online Display>Facebook,1,3,0.3333333333333333,"['Paid Search', 'Facebook', 'Paid Search', 'Online Display', 'Facebook']"
491,Paid Search>Instagram,39,837,0.04659498207885305,"['Paid Search', 'Instagram']"
492,Paid Search>Instagram>Facebook,15,284,0.0528169014084507,"['Paid Search', 'Instagram', 'Facebook']"
493,Paid Search>Instagram>Facebook>Instagram,5,49,0.10204081632653061,"['Paid Search', 'Instagram', 'Facebook', 'Instagram']"
494,Paid Search>Instagram>Facebook>Instagram>Facebook,3,33,0.09090909090909091,"['Paid Search', 'Instagram', 'Facebook', 'Instagram', 'Facebook']"
495,Paid Search>Instagram>Facebook>Instagram>Facebook>Instagram,2,11,0.18181818181818182,"['Paid Search', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram']"
496,Paid Search>Instagram>Facebook>Online Display>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram,1,1,1.0,"['Paid Search', 'Instagram', 'Facebook', 'Online Display', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram']"
497,Paid Search>Instagram>Facebook>Paid Search,1,23,0.043478260869565216,"['Paid Search', 'Instagram', 'Facebook', 'Paid Search']"
498,Paid Search>Instagram>Facebook>Paid Search>Online Display>Facebook>Online Display,1,1,1.0,"['Paid Search', 'Instagram', 'Facebook', 'Paid Search', 'Online Display', 'Facebook', 'Online Display']"
499,Paid Search>Instagram>Online Display,2,24,0.08333333333333333,"['Paid Search', 'Instagram', 'Online Display']"
500,Paid Search>Instagram>Online Video,2,18,0.1111111111111111,"['Paid Search', 'Instagram', 'Online Video']"
501,Paid Search>Instagram>Paid Search,7,80,0.0875,"['Paid Search', 'Instagram', 'Paid Search']"
502,Paid Search>Instagram>Paid Search>Facebook>Instagram>Facebook,2,4,0.5,"['Paid Search', 'Instagram', 'Paid Search', 'Facebook', 'Instagram', 'Facebook']"
503,Paid Search>Instagram>Paid Search>Instagram,3,16,0.1875,"['Paid Search', 'Instagram', 'Paid Search', 'Instagram']"
504,Paid Search>Instagram>Paid Search>Instagram>Facebook,1,5,0.2,"['Paid Search', 'Instagram', 'Paid Search', 'Instagram', 'Facebook']"
505,Paid Search>Instagram>Paid Search>Online Display,1,6,0.16666666666666666,"['Paid Search', 'Instagram', 'Paid Search', 'Online Display']"
506,Paid Search>Instagram>Paid Search>Online Display>Paid Search,1,1,1.0,"['Paid Search', 'Instagram', 'Paid Search', 'Online Display', 'Paid Search']"
507,Paid Search>Online Display,95,1952,0.048668032786885244,"['Paid Search', 'Online Display']"
508,Paid Search>Online Display>Facebook,3,102,0.029411764705882353,"['Paid Search', 'Online Display', 'Facebook']"
509,Paid Search>Online Display>Facebook>Paid Search>Instagram>Facebook>Online Display>Facebook,1,1,1.0,"['Paid Search', 'Online Display', 'Facebook', 'Paid Search', 'Instagram', 'Facebook', 'Online Display', 'Facebook']"
510,Paid Search>Online Display>Facebook>Paid Search>Online Display>Paid Search>Facebook,1,1,1.0,"['Paid Search', 'Online Display', 'Facebook', 'Paid Search', 'Online Display', 'Paid Search', 'Facebook']"
511,Paid Search>Online Display>Instagram,1,37,0.02702702702702703,"['Paid Search', 'Online Display', 'Instagram']"
512,Paid Search>Online Display>Instagram>Facebook,1,9,0.1111111111111111,"['Paid Search', 'Online Display', 'Instagram', 'Facebook']"
513,Paid Search>Online Display>Instagram>Facebook>Instagram>Facebook>Instagram>Facebook,1,2,0.5,"['Paid Search', 'Online Display', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook']"
514,Paid Search>Online Display>Instagram>Facebook>Instagram>Facebook>Online Display>Facebook>Paid Search>Online Display>Paid Search>Facebook>Paid Search>Instagram>Facebook>Online Display>Paid Search,1,1,1.0,"['Paid Search', 'Online Display', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Online Display', 'Facebook', 'Paid Search', 'Online Display', 'Paid Search', 'Facebook', 'Paid Search', 'Instagram', 'Facebook', 'Online Display', 'Paid Search']"
515,Paid Search>Online Display>Instagram>Online Display,1,7,0.14285714285714285,"['Paid Search', 'Online Display', 'Instagram', 'Online Display']"
516,Paid Search>Online Display>Online Video>Paid Search,1,5,0.2,"['Paid Search', 'Online Display', 'Online Video', 'Paid Search']"
517,Paid Search>Online Display>Paid Search,23,346,0.06647398843930635,"['Paid Search', 'Online Display', 'Paid Search']"
518,Paid Search>Online Display>Paid Search>Facebook>Instagram>Facebook>Online Display>Facebook>Instagram>Facebook>Instagram>Facebook,1,1,1.0,"['Paid Search', 'Online Display', 'Paid Search', 'Facebook', 'Instagram', 'Facebook', 'Online Display', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook']"
519,Paid Search>Online Display>Paid Search>Online Display,7,132,0.05303030303030303,"['Paid Search', 'Online Display', 'Paid Search', 'Online Display']"
520,Paid Search>Online Display>Paid Search>Online Display>Facebook>Online Display>Paid Search,1,1,1.0,"['Paid Search', 'Online Display', 'Paid Search', 'Online Display', 'Facebook', 'Online Display', 'Paid Search']"
521,Paid Search>Online Display>Paid Search>Online Display>Instagram,1,2,0.5,"['Paid Search', 'Online Display', 'Paid Search', 'Online Display', 'Instagram']"
522,Paid Search>Online Display>Paid Search>Online Display>Online Video,1,2,0.5,"['Paid Search', 'Online Display', 'Paid Search', 'Online Display', 'Online Video']"
523,Paid Search>Online Display>Paid Search>Online Display>Paid Search,2,33,0.06060606060606061,"['Paid Search', 'Online Display', 'Paid Search', 'Online Display', 'Paid Search']"
524,Paid Search>Online Display>Paid Search>Online Video,1,4,0.25,"['Paid Search', 'Online Display', 'Paid Search', 'Online Video']"
525,Paid Search>Online Video,44,1172,0.03754266211604096,"['Paid Search', 'Online Video']"
526,Paid Search>Online Video>Facebook,4,75,0.05333333333333334,"['Paid Search', 'Online Video', 'Facebook']"
527,Paid Search>Online Video>Facebook>Online Video,1,14,0.07142857142857142,"['Paid Search', 'Online Video', 'Facebook', 'Online Video']"
528,Paid Search>Online Video>Facebook>Online Video>Facebook>Online Video>Facebook>Instagram>Facebook>Instagram>Facebook>Instagram,1,1,1.0,"['Paid Search', 'Online Video', 'Facebook', 'Online Video', 'Facebook', 'Online Video', 'Facebook', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Instagram']"
529,Paid Search>Online Video>Facebook>Paid Search,1,2,0.5,"['Paid Search', 'Online Video', 'Facebook', 'Paid Search']"
530,Paid Search>Online Video>Instagram,1,16,0.0625,"['Paid Search', 'Online Video', 'Instagram']"
531,Paid Search>Online Video>Instagram>Facebook>Instagram>Facebook>Online Video,1,1,1.0,"['Paid Search', 'Online Video', 'Instagram', 'Facebook', 'Instagram', 'Facebook', 'Online Video']"
532,Paid Search>Online Video>Online Display,1,22,0.045454545454545456,"['Paid Search', 'Online Video', 'Online Display']"
533,Paid Search>Online Video>Paid Search,4,123,0.032520325203252036,"['Paid Search', 'Online Video', 'Paid Search']"
534,Paid Search>Online Video>Paid Search>Facebook>Online Video,1,1,1.0,"['Paid Search', 'Online Video', 'Paid Search', 'Facebook', 'Online Video']"
535,Paid Search>Online Video>Paid Search>Online Video,3,76,0.039473684210526314,"['Paid Search', 'Online Video', 'Paid Search', 'Online Video']"
536,Paid Search>Online Video>Paid Search>Online Video>Paid Search,1,11,0.09090909090909091,"['Paid Search', 'Online Video', 'Paid Search', 'Online Video', 'Paid Search']"
